set1_id,DataVizRoles_collapsed,JobTitle_cleaned__,YearsDataVizExperience_buckets,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,TimeWorked,TimeDataPrep,TimeDataAnalysis,TimeIdeating,TimeProducingViz,TimeManagingDataViz,TimeOtherVizTasks,OtherVizTasks__
hvLC,Employee,Program Data and Performance Manager,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,[^not chosen],6–10 hours,6–10 hours,[^not chosen],[^not chosen]
YYkq,Freelance,Full-Stack Data Specialist,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,6–10 hours,None,6–10 hours,5 hours or less,None,[^not chosen]
QKUA,Freelance,Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,21–30 hours,[^not chosen],[^not chosen]
JQUw,Employee,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
ovdR,Freelance,CEO,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
FKet,EmployeeAND,Social Science Researcher,16-20,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],61–70 hours,6–10 hours,6–10 hours,None,5 hours or less,None,None,[^not chosen]
epFu,Freelance,Senior Statistician,21-25,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,6–10 hours,6–10 hours,6–10 hours,None,None,[^not chosen]
xSGM,Freelance,System Engineer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,11–20 hours,6–10 hours,[^not chosen],6–10 hours,[^not chosen],[^not chosen],[^not chosen]
Kkau,Employee,Market Insight & Analytics Manager,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
fJzw,EmployeeAND,Assessment Programs Librarian,6-10,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,6–10 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
lSjW,Employee,Senior Research Analyst,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,None,6–10 hours,5 hours or less,None,[^not chosen]
FCSj,Employee,"Assistant Vice President, Strategy",6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,None,6–10 hours,5 hours or less,5 hours or less,11–20 hours,None,[^not chosen]
hgYI,Employee,Senior Research & Evaluation Specialist,16-20,2,x,[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
huHT,Employee,Senior Forecast Manager,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
XHnw,Freelance,Senior Specialist,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,6–10 hours,None,6–10 hours,5 hours or less,None,[^not chosen]
Mfec,Employee,IT Director,11-15,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],61–70 hours,6–10 hours,6–10 hours,11–20 hours,5 hours or less,6–10 hours,[^not chosen],[^not chosen]
cxKw,Employee,General Manager - IT,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,None,6–10 hours,[^not chosen],[^not chosen]
pgTW,Freelance,Business Intelligence Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,6–10 hours,[^not chosen],[^not chosen]
NmXh,Employee,Workforce Insights Consultant,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,6–10 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,[^not answered]
gQgZ,Freelance,Data Visualization Specialist,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,6–10 hours,11–20 hours,11–20 hours,5 hours or less,[^not chosen],[^not chosen]
lutO,EmployeeAND,Senior Director,16-20,4,x,x,x,x,[^not chosen],41–50 hours,5 hours or less,6–10 hours,[^not chosen],6–10 hours,11–20 hours,None,[^not chosen]
RyBh,Employee,Creative Director,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],More than 70 hours,6–10 hours,6–10 hours,5 hours or less,11–20 hours,None,None,[^not chosen]
DvTg,Employee,Director of Analytics,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,5 hours or less,5 hours or less,[^not answered]
kFfu,OtherCombo,Senior Biostatistician,16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,6–10 hours,6–10 hours,6–10 hours,5 hours or less,None,[^not chosen],[^not chosen]
KToS,Employee,Manager of Business Intelligence,1-5,4,x,x,x,x,[^not chosen],51–60 hours,11–20 hours,6–10 hours,5 hours or less,6–10 hours,6–10 hours,5 hours or less,Systems maintenance
RpvT,Employee,Senior Data Insight Analyst,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
mkxT,EmployeeAND,Data Analyst,6-10,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
JOPL,Employee,Senior Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
Pese,Freelance,Designer,26-30,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
xqeb,Employee,Scientific officer,1-5,2,x,[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,6–10 hours,None,6–10 hours,None,None,[^not chosen]
WKow,Freelance,Senior Analytics Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,6–10 hours,6–10 hours,None,5 hours or less,None,None,[^not chosen]
JOAT,Employee,Sales engineer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,6–10 hours,6–10 hours,5 hours or less,None,[^not chosen]
Yqbv,Employee,Data Architect,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,None,5 hours or less,5 hours or less,5 hours or less,Stakeholder alignment; Learning
RStG,Employee,Research Professor,21-25,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],51–60 hours,6–10 hours,6–10 hours,None,6–10 hours,None,None,[^not chosen]
qFXS,Employee,Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],61–70 hours,6–10 hours,6–10 hours,11–20 hours,11–20 hours,None,None,[^not chosen]
RbCk,Employee,Data designer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,6–10 hours,[^not chosen],[^not chosen]
XRrP,Employee,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
Ywug,Employee,Data Scientist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,6–10 hours,5 hours or less,6–10 hours,5 hours or less,5 hours or less,[^not answered]
QLaR,Employee,Chief Data Officer,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,None,None,None,[^not chosen],[^not chosen]
oSdE,Employee,Research Engineer,1-5,2,x,[^not chosen],[^not chosen],x,[^not chosen],41–50 hours,6–10 hours,6–10 hours,6–10 hours,11–20 hours,6–10 hours,[^not chosen],[^not chosen]
TYjS,Academic,Research Assistant Professor,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
SnrP,Employee,Senior Data Reporting Analyst,6-10,2,x,[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
Ixom,EmployeeAND,Student,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],20 hours or less,5 hours or less,6–10 hours,11–20 hours,5 hours or less,None,None,[^not chosen]
feoj,EmployeeANDFreelanceAND,Assistant Policy Researcher,6-10,2,[^not chosen],[^not chosen],x,x,[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,None,5 hours or less,setting up runtime environments; QA code; structuring projects and collaboration
OtNk,Employee,Business Intelligence Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,11–20 hours,5 hours or less,5 hours or less,Coordinating with engineering and QA teams on data-related issues
pZuv,Employee,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,11–20 hours,[^not answered]
oGBi,EmployeeANDFreelance,,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,Tracking down brand/style/design guidelines; Professional reading/devlopment
lHww,Employee,Sr. Program Analyst,6-10,2,x,x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
tbxK,EmployeeAND,Program Analyst,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,6–10 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
GuMJ,Employee,Director of Business Insights,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,6–10 hours,[^not chosen],[^not chosen]
tiBz,EmployeeAND,Senior Research Analyst,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,6–10 hours,6–10 hours,6–10 hours,None,None,[^not chosen]
yOUs,Employee,Health Data Analyst,11-15,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,None,5 hours or less,5 hours or less,None,[^not chosen]
mxwI,Freelance,Data Architect,16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,6–10 hours,6–10 hours,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
NDxs,Employee,Analytics Coordinator,11-15,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],21–30 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
pDqG,Employee,Policy & Planning Analyst,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,11–20 hours,6–10 hours,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
ILyZ,Student,PhD Student,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,[^not answered]
jWTL,Employee,Senior Analytics Consultant,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
hhLX,Employee,"Director - Research, Data and Analytics",6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,11–20 hours,6–10 hours,5 hours or less,11–20 hours,6–10 hours,None,[^not chosen]
piDR,Hobbyist,Evaluator,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,5 hours or less,6–10 hours,None,5 hours or less,None,None,[^not chosen]
RdXz,EmployeeAND,Strategic Communications Specialist,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,[^not chosen],6–10 hours,6–10 hours,6–10 hours,5 hours or less,6–10 hours,collaborating and gathering
OJua,Employee,"Manager, Data Analytics",1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,6–10 hours,11–20 hours,6–10 hours,More than 30 hours,None,[^not chosen]
heLY,EmployeeANDFreelanceAND,Data Science Coach,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,5 hours or less,6–10 hours,5 hours or less,21–30 hours,6–10 hours,5 hours or less,[^not answered]
gVIN,Employee,,6-10,3,x,x,x,[^not chosen],[^not chosen],61–70 hours,6–10 hours,6–10 hours,6–10 hours,6–10 hours,More than 30 hours,[^not chosen],[^not chosen]
OJtD,Employee,Senior Manager Business Intelligence,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,21–30 hours,6–10 hours,6–10 hours,11–20 hours,21–30 hours,[^not chosen],[^not chosen]
nGtz,Freelance,Tableau & Data Viz Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,6–10 hours,5 hours or less,11–20 hours,5 hours or less,[^not chosen],[^not chosen]
retj,Freelance,Data Visualization Specialist,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,5 hours or less,6–10 hours,5 hours or less,21–30 hours,5 hours or less,None,[^not chosen]
twzU,EmployeeAND,Data Principal,6-10,2,[^not chosen],x,[^not chosen],x,[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,None,None,[^not chosen]
rWVb,EmployeeAND,Electrical Computer Engineering Data Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
WweV,Employee,Tableau & Alteryx Consultant,Less than 1 year,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,Liaising with stakeholders; project scoping
kBZM,EmployeeAND,Data Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,21–30 hours,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
COGf,EmployeeANDFreelanceAND,Data Visualization Designer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,5 hours or less,6–10 hours,5 hours or less,5 hours or less,[^not answered]
DqtZ,Employee,Data Insights Specialist,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,intentional design; considering the audience; considering the best medium for distribution;
HeCB,Employee,Senior Business Intelligence Engineer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,5 hours or less,5 hours or less,11–20 hours,None,[^not chosen]
OsdS,Employee,Human Resources Data Analyst,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,None,None,None,None,[^not chosen]
jPzC,Employee,"Senior Vice President, Research",16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,6–10 hours,None,6–10 hours,None,None,[^not chosen]
cEBE,Employee,Operations Researcher & Data Analyst,6-10,2,x,[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
Mudn,Employee,Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,None,5 hours or less,None,None,[^not chosen]
aYzi,Hobbyist,Associate Pharmaceutical Consultant,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,5 hours or less,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
WvoM,FreelanceAND,Partner,16-20,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,None,6–10 hours,5 hours or less,5 hours or less,None,None,[^not chosen]
ombq,EmployeeANDFreelanceAND,Editor,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,6–10 hours,5 hours or less,5 hours or less,[^not chosen],[^not chosen],[^not chosen]
WFZG,EmployeeAND,Advisor,6-10,2,x,[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,6–10 hours,6–10 hours,6–10 hours,5 hours or less,None,None,[^not chosen]
pWWX,Employee,Sales Operations Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,6–10 hours,6–10 hours,6–10 hours,None,None,[^not chosen]
vlev,Employee,Data Specialist,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],21–30 hours,11–20 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
yHpu,Employee,Data Analyst,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,6–10 hours,5 hours or less,11–20 hours,None,None,[^not chosen]
